x-axis,1
second,Volt
-49.400000E-03,
-49.396000E-03,
-49.392000E-03,
-49.388000E-03,
-49.384000E-03,
-49.380000E-03,
-49.376000E-03,-102.701005E-03
-49.372000E-03,-102.701005E-03
-49.368000E-03,-102.701005E-03
-49.364000E-03,-102.701005E-03
-49.360000E-03,-102.701005E-03
-49.356000E-03,-102.701005E-03
-49.352000E-03,-90.138191E-03
-49.348000E-03,-72.550251E-03
-49.344000E-03,-65.012563E-03
-49.340000E-03,-80.087940E-03
-49.336000E-03,-97.675879E-03
-49.332000E-03,-102.701005E-03
-49.328000E-03,-102.701005E-03
-49.324000E-03,-102.701005E-03
-49.320000E-03,-102.701005E-03
-49.316000E-03,-102.701005E-03
-49.312000E-03,-90.138191E-03
-49.308000E-03,-72.550251E-03
-49.304000E-03,-65.012563E-03
-49.300000E-03,-80.087940E-03
-49.296000E-03,-97.675879E-03
-49.292000E-03,-90.138191E-03
-49.288000E-03,-72.550251E-03
-49.284000E-03,-65.012563E-03
-49.280000E-03,-80.087940E-03
-49.276000E-03,-97.675879E-03
-49.272000E-03,-102.701005E-03
-49.268000E-03,-102.701005E-03
-49.264000E-03,-102.701005E-03
-49.260000E-03,-102.701005E-03
-49.256000E-03,-102.701005E-03
-49.252000E-03,-102.701005E-03
-49.248000E-03,-102.701005E-03
-49.244000E-03,-102.701005E-03
-49.240000E-03,-102.701005E-03
-49.236000E-03,-102.701005E-03
-49.232000E-03,-90.138191E-03
-49.228000E-03,-72.550251E-03
-49.224000E-03,-65.012563E-03
-49.220000E-03,-80.087940E-03
-49.216000E-03,-97.675879E-03
-49.212000E-03,-102.701005E-03
-49.208000E-03,-102.701005E-03
-49.204000E-03,-102.701005E-03
-49.200000E-03,-102.701005E-03
-49.196000E-03,-102.701005E-03
-49.192000E-03,-90.138191E-03
-49.188000E-03,-72.550251E-03
-49.184000E-03,-62.500000E-03
-49.180000E-03,-62.500000E-03
-49.176000E-03,-62.500000E-03
-49.172000E-03,-72.550251E-03
-49.168000E-03,-90.138191E-03
-49.164000E-03,-102.701005E-03
-49.160000E-03,-102.701005E-03
-49.156000E-03,-102.701005E-03
-49.152000E-03,-102.701005E-03
-49.148000E-03,-102.701005E-03
-49.144000E-03,-102.701005E-03
-49.140000E-03,-102.701005E-03
-49.136000E-03,-102.701005E-03
-49.132000E-03,-90.138191E-03
-49.128000E-03,-72.550251E-03
-49.124000E-03,-65.012563E-03
-49.120000E-03,-80.087940E-03
-49.116000E-03,-97.675879E-03
-49.112000E-03,-90.138191E-03
-49.108000E-03,-72.550251E-03
-49.104000E-03,-65.012563E-03
-49.100000E-03,-80.087940E-03
-49.096000E-03,-97.675879E-03
-49.092000E-03,-102.701005E-03
-49.088000E-03,-102.701005E-03
-49.084000E-03,-102.701005E-03
-49.080000E-03,-102.701005E-03
-49.076000E-03,-102.701005E-03
-49.072000E-03,-102.701005E-03
-49.068000E-03,-102.701005E-03
-49.064000E-03,-102.701005E-03
-49.060000E-03,-102.701005E-03
-49.056000E-03,-102.701005E-03
-49.052000E-03,-90.138191E-03
-49.048000E-03,-72.550251E-03
-49.044000E-03,-62.500000E-03
-49.040000E-03,-62.500000E-03
-49.036000E-03,-62.500000E-03
-49.032000E-03,-72.550251E-03
-49.028000E-03,-90.138191E-03
-49.024000E-03,-102.701005E-03
-49.020000E-03,-102.701005E-03
-49.016000E-03,-102.701005E-03
-49.012000E-03,-102.701005E-03
-49.008000E-03,-102.701005E-03
-49.004000E-03,-102.701005E-03
-49.000000E-03,-102.701005E-03
-48.996000E-03,-102.701005E-03
-48.992000E-03,-102.701005E-03
-48.988000E-03,-102.701005E-03
-48.984000E-03,-102.701005E-03
-48.980000E-03,-102.701005E-03
-48.976000E-03,-102.701005E-03
-48.972000E-03,-102.701005E-03
-48.968000E-03,-102.701005E-03
-48.964000E-03,-102.701005E-03
-48.960000E-03,-102.701005E-03
-48.956000E-03,-102.701005E-03
-48.952000E-03,-102.701005E-03
-48.948000E-03,-102.701005E-03
-48.944000E-03,-97.675879E-03
-48.940000E-03,-82.600502E-03
-48.936000E-03,-65.012563E-03
-48.932000E-03,-72.550251E-03
-48.928000E-03,-90.138191E-03
-48.924000E-03,-97.675879E-03
-48.920000E-03,-82.600502E-03
-48.916000E-03,-65.012563E-03
-48.912000E-03,-72.550251E-03
-48.908000E-03,-90.138191E-03
-48.904000E-03,-97.675879E-03
-48.900000E-03,-82.600502E-03
-48.896000E-03,-65.012563E-03
-48.892000E-03,-62.500000E-03
-48.888000E-03,-62.500000E-03
-48.884000E-03,-65.012563E-03
-48.880000E-03,-80.087940E-03
-48.876000E-03,-97.675879E-03
-48.872000E-03,-90.138191E-03
-48.868000E-03,-72.550251E-03
-48.864000E-03,-65.012563E-03
-48.860000E-03,-80.087940E-03
-48.856000E-03,-97.675879E-03
-48.852000E-03,-102.701005E-03
-48.848000E-03,-102.701005E-03
-48.844000E-03,-97.675879E-03
-48.840000E-03,-82.600502E-03
-48.836000E-03,-65.012563E-03
-48.832000E-03,-72.550251E-03
-48.828000E-03,-90.138191E-03
-48.824000E-03,-102.701005E-03
-48.820000E-03,-102.701005E-03
-48.816000E-03,-102.701005E-03
-48.812000E-03,-102.701005E-03
-48.808000E-03,-102.701005E-03
-48.804000E-03,-102.701005E-03
-48.800000E-03,-102.701005E-03
-48.796000E-03,-102.701005E-03
-48.792000E-03,-90.138191E-03
-48.788000E-03,-72.550251E-03
-48.784000E-03,-65.012563E-03
-48.780000E-03,-80.087940E-03
-48.776000E-03,-97.675879E-03
-48.772000E-03,-102.701005E-03
-48.768000E-03,-102.701005E-03
-48.764000E-03,-102.701005E-03
-48.760000E-03,-102.701005E-03
-48.756000E-03,-102.701005E-03
-48.752000E-03,-102.701005E-03
-48.748000E-03,-102.701005E-03
-48.744000E-03,-102.701005E-03
-48.740000E-03,-102.701005E-03
-48.736000E-03,-102.701005E-03
-48.732000E-03,-102.701005E-03
-48.728000E-03,-102.701005E-03
-48.724000E-03,-102.701005E-03
-48.720000E-03,-102.701005E-03
-48.716000E-03,-102.701005E-03
-48.712000E-03,-102.701005E-03
-48.708000E-03,-102.701005E-03
-48.704000E-03,-102.701005E-03
-48.700000E-03,-102.701005E-03
-48.696000E-03,-102.701005E-03
-48.692000E-03,-102.701005E-03
-48.688000E-03,-102.701005E-03
-48.684000E-03,-102.701005E-03
-48.680000E-03,-102.701005E-03
-48.676000E-03,-102.701005E-03
-48.672000E-03,-102.701005E-03
